Date,Open,High,Low,Close,Adj Close,Volume
2013-11-01,161.02999877929688,162.60000610351562,160.72000122070312,162.0500030517578,135.11993408203125,2738400
2013-11-04,162.4199981689453,163.24000549316406,161.58999633789062,163.16000366210938,136.0454559326172,1711000
2013-11-05,161.6699981689453,162.6300048828125,160.77999877929688,161.9499969482422,135.0365447998047,2529400
2013-11-06,162.52999877929688,164.3000030517578,162.3300018310547,163.52000427246094,136.3456573486328,3593700
2013-11-07,164.0399932861328,164.2100067138672,159.61000061035156,159.63999938964844,133.11044311523438,3490300
2013-11-08,160.38999938964844,163.69000244140625,159.8800048828125,163.1699981689453,136.05377197265625,3856000
2013-11-11,162.5,164.75,162.16000366210938,163.83999633789062,136.61248779296875,2289000
2013-11-12,163.10000610351562,164.3800048828125,162.1300048828125,162.88999938964844,135.82032775878906,2239600
2013-11-13,161.77999877929688,163.7100067138672,161.1999969482422,162.94000244140625,135.8620147705078,3398300
2013-11-14,163.5500030517578,163.9499969482422,162.41000366210938,163.1999969482422,136.0788116455078,3648200
2013-11-15,163.17999267578125,165.4199981689453,163.17999267578125,164.39999389648438,137.07940673828125,2667200
2013-11-18,164.74000549316406,167.64999389648438,164.1999969482422,165.67999267578125,138.1466522216797,3555000
2013-11-19,165.8699951171875,168.0,165.6300048828125,166.60000610351562,138.9137725830078,2691900
2013-11-20,166.75999450683594,167.25,164.86000061035156,165.0,137.57969665527344,2793100
2013-11-21,165.25,167.32000732421875,165.00999450683594,167.07000732421875,139.30567932128906,3158500
2013-11-22,166.77000427246094,168.24000549316406,165.52999877929688,168.10000610351562,140.16452026367188,2680500
2013-11-25,168.5,170.5,168.5,169.47999572753906,141.3151397705078,3101700
2013-11-26,169.36000061035156,170.69000244140625,168.0,168.0399932861328,140.11447143554688,2953400
2013-11-27,168.0500030517578,168.80999755859375,166.8699951171875,168.22000122070312,140.7251434326172,2285300
2013-11-29,167.88999938964844,170.3800048828125,167.69000244140625,168.94000244140625,141.32749938964844,2018700
2013-12-02,169.8800048828125,171.5800018310547,168.67999267578125,169.72000122070312,141.97996520996094,3121100
2013-12-03,169.08999633789062,170.75999450683594,167.91000366210938,168.0500030517578,140.58294677734375,3288200
2013-12-04,167.30999755859375,169.92999267578125,167.30999755859375,168.6999969482422,141.12672424316406,2328200
2013-12-05,167.41000366210938,167.9600067138672,165.35000610351562,165.55999755859375,138.49996948242188,3564100
2013-12-06,167.5800018310547,167.9600067138672,164.77000427246094,167.2100067138672,139.8802490234375,2708500
2013-12-09,168.0,169.1300048828125,166.83999633789062,167.6699981689453,140.2650604248047,2589500
2013-12-10,167.8699951171875,172.1999969482422,167.52000427246094,169.72999572753906,141.9883575439453,4235400
2013-12-11,169.50999450683594,169.8300018310547,167.1300048828125,167.60000610351562,140.20651245117188,2977100
2013-12-12,166.58999633789062,168.9600067138672,166.52000427246094,168.3300018310547,140.81719970703125,2911900
2013-12-13,168.58999633789062,169.2899932861328,167.60000610351562,168.38999938964844,140.86737060546875,2490600
2013-12-16,169.30999755859375,171.49000549316406,169.08999633789062,170.9499969482422,143.00894165039062,2980000
2013-12-17,171.27000427246094,171.27000427246094,169.7100067138672,170.49000549316406,142.62417602539062,2856700
2013-12-18,171.0,174.9199981689453,169.99000549316406,174.83999633789062,146.26312255859375,4509600
2013-12-19,174.61000061035156,175.8000030517578,174.0,174.77000427246094,146.20460510253906,3094400
2013-12-20,174.66000366210938,175.7899932861328,173.75,175.16000366210938,146.53089904785156,3754300
2013-12-23,175.8800048828125,176.69000244140625,175.5,176.47000122070312,147.6267852783203,1585300
2013-12-24,176.6699981689453,176.67999267578125,175.44000244140625,176.16000366210938,147.3673858642578,781300
2013-12-26,176.60000610351562,176.75999450683594,175.17999267578125,176.4499969482422,147.61004638671875,1320100
2013-12-27,176.38999938964844,176.4499969482422,175.57000732421875,176.35000610351562,147.52638244628906,1716900
2013-12-30,176.5,177.1199951171875,175.25999450683594,175.72999572753906,147.0076904296875,1241000
2013-12-31,176.22000122070312,177.44000244140625,176.22000122070312,177.25999450683594,148.28759765625,1663900
2014-01-02,176.9499969482422,178.3800048828125,176.36000061035156,176.88999938964844,147.9781036376953,1982100
2014-01-03,176.35000610351562,178.85000610351562,176.22000122070312,178.14999389648438,149.03219604492188,2147400
2014-01-06,179.14999389648438,181.1300048828125,178.8800048828125,179.3699951171875,150.05276489257812,2954000
2014-01-07,180.72999572753906,180.97999572753906,177.52000427246094,178.2899932861328,149.14926147460938,2734700
2014-01-08,178.5,178.89999389648438,177.25999450683594,178.44000244140625,149.27476501464844,2208600
2014-01-09,179.0800018310547,179.0800018310547,176.61000061035156,177.39999389648438,148.4047088623047,2149500
2014-01-10,177.39999389648438,178.7100067138672,177.0,178.38999938964844,149.2329559326172,2506500
2014-01-13,178.3000030517578,178.3000030517578,175.69000244140625,175.8800048828125,147.13319396972656,2823800
2014-01-14,176.25999450683594,177.5,175.7100067138672,176.60000610351562,147.73548889160156,2208800
2014-01-15,177.0,179.74000549316406,177.0,178.75,149.53402709960938,3540200
2014-01-16,178.75,178.7899932861328,174.5,175.1699981689453,146.53924560546875,4712200
2014-01-17,175.00999450683594,177.27999877929688,174.5,176.27999877929688,147.46780395507812,3451000
2014-01-21,175.10000610351562,175.58999633789062,171.33999633789062,173.1999969482422,144.89120483398438,5141200
2014-01-22,173.4499969482422,174.63999938964844,172.77999877929688,173.67999267578125,145.29275512695312,2476900
2014-01-23,172.4199981689453,172.4199981689453,169.02000427246094,170.75,142.84161376953125,3977700
2014-01-24,168.52999877929688,169.9600067138672,167.22000122070312,167.63999938964844,140.23995971679688,4156200
2014-01-27,167.0800018310547,167.60000610351562,163.42999267578125,164.69000244140625,137.7721405029297,5589600
2014-01-28,165.02999877929688,166.5500030517578,164.58999633789062,166.25,139.07711791992188,3170400
2014-01-29,163.97000122070312,166.10000610351562,163.6199951171875,163.89999389648438,137.11123657226562,3473700
2014-01-30,165.3300018310547,166.1699981689453,164.57000732421875,165.83999633789062,138.73416137695312,2829400
2014-01-31,163.8000030517578,165.97999572753906,163.3000030517578,164.1199951171875,137.29530334472656,3415500
2014-02-03,165.14999389648438,165.52000427246094,159.77000427246094,159.82000732421875,133.69815063476562,5079700
2014-02-04,160.89999389648438,162.57000732421875,159.85000610351562,161.75999450683594,135.3209991455078,3346600
2014-02-05,160.58999633789062,162.64999389648438,160.32000732421875,160.4199981689453,134.20004272460938,3212900
2014-02-06,161.16000366210938,162.0,160.10000610351562,161.75,135.3126678466797,3798000
2014-02-07,162.77999877929688,162.89999389648438,160.27000427246094,161.92999267578125,135.46324157714844,4879900
2014-02-10,161.02000427246094,161.77000427246094,160.27999877929688,161.0,134.685302734375,4321700
2014-02-11,161.2100067138672,164.9600067138672,160.30999755859375,164.38999938964844,137.52120971679688,4996300
2014-02-12,164.5,165.22999572753906,163.22999572753906,163.5,136.776611328125,3046600
2014-02-13,162.5500030517578,164.39999389648438,162.10000610351562,164.05999755859375,137.24510192871094,3119600
2014-02-14,163.3300018310547,164.5,162.92999267578125,163.72000122070312,136.9606475830078,3287900
2014-02-18,164.0399932861328,165.58999633789062,163.72000122070312,164.64999389648438,137.73866271972656,3399900
2014-02-19,163.91000366210938,166.17999267578125,162.97999572753906,163.25999450683594,136.5758514404297,3669700
2014-02-20,163.49000549316406,164.97000122070312,162.6699981689453,164.5,137.6132049560547,2631900
2014-02-21,164.3000030517578,165.64999389648438,164.14999389648438,164.5,137.6132049560547,2594500
2014-02-24,164.0800018310547,167.41000366210938,164.0800018310547,166.5399932861328,139.3197479248047,3242900
2014-02-25,166.11000061035156,166.3000030517578,163.16000366210938,163.47999572753906,136.75990295410156,3682300
2014-02-26,163.25999450683594,163.89999389648438,160.77000427246094,162.8000030517578,136.6507568359375,3978300
2014-02-27,162.66000366210938,165.7899932861328,162.33999633789062,165.3800048828125,138.81639099121094,3806600
2014-02-28,164.80999755859375,167.82000732421875,164.57000732421875,166.4499969482422,139.71450805664062,4291500
2014-03-03,164.22000122070312,165.30999755859375,163.66000366210938,164.74000549316406,138.2791748046875,3122900
2014-03-04,166.63999938964844,168.75999450683594,166.1999969482422,168.72999572753906,141.62826538085938,3400500
2014-03-05,168.8000030517578,172.89999389648438,168.25,171.89999389648438,144.2891082763672,4451200
2014-03-06,172.7100067138672,174.0,172.49000549316406,172.60000610351562,144.87667846679688,3403500
2014-03-07,173.97999572753906,175.58999633789062,173.11000061035156,174.25999450683594,146.27003479003906,4088900
2014-03-10,173.60000610351562,174.49000549316406,172.47000122070312,173.50999450683594,145.64047241210938,2179100
2014-03-11,173.9600067138672,173.9600067138672,169.85000610351562,169.88999938964844,142.6019744873047,3832300
2014-03-12,169.1300048828125,169.99000549316406,167.80999755859375,169.72000122070312,142.45924377441406,2550000
2014-03-13,170.47999572753906,171.24000549316406,166.57000732421875,166.6999969482422,139.92431640625,3421400
2014-03-14,166.89999389648438,167.39999389648438,165.02999877929688,165.35000610351562,138.7911834716797,2762100
2014-03-17,166.3800048828125,168.8000030517578,166.3300018310547,166.83999633789062,140.04190063476562,3198000
2014-03-18,167.27000427246094,169.0,167.00999450683594,168.08999633789062,141.09107971191406,1941300
2014-03-19,168.49000549316406,170.16000366210938,166.8000030517578,168.17999267578125,141.16661071777344,3534100
2014-03-20,167.8800048828125,170.4499969482422,167.27000427246094,169.22000122070312,142.03958129882812,3950500
2014-03-21,169.69000244140625,170.0,166.91000366210938,166.9499969482422,140.13421630859375,4779100
2014-03-24,167.1300048828125,167.97999572753906,165.10000610351562,165.72000122070312,139.10179138183594,2723000
2014-03-25,166.58999633789062,167.4199981689453,162.8000030517578,163.25,137.0285186767578,4437500
2014-03-26,164.74000549316406,165.0,161.72000122070312,161.72999572753906,135.75262451171875,2590300
2014-03-27,161.8000030517578,163.30999755859375,160.77000427246094,162.2899932861328,136.2227020263672,3890200
2014-03-28,162.2100067138672,164.19000244140625,161.2899932861328,162.3000030517578,136.23110961914062,2630500
2014-03-31,163.22000122070312,164.13999938964844,162.22000122070312,163.85000610351562,137.53211975097656,2494300
2014-04-01,164.75999450683594,166.2899932861328,164.22000122070312,165.9199981689453,139.26966857910156,3325500
2014-04-02,165.89999389648438,167.5399932861328,165.72999572753906,167.27000427246094,140.40280151367188,2407600
2014-04-03,167.30999755859375,167.6699981689453,165.0,166.08999633789062,139.412353515625,2337300
2014-04-04,167.00999450683594,167.0399932861328,162.85000610351562,163.24000549316406,137.0201416015625,3262500
2014-04-07,162.9499969482422,163.1999969482422,158.44000244140625,158.55999755859375,133.09181213378906,4650800
2014-04-08,158.6999969482422,158.75999450683594,155.47999572753906,156.55999755859375,131.4130401611328,6839900
2014-04-09,157.11000061035156,159.0,156.4199981689453,158.16000366210938,132.75608825683594,4010000
2014-04-10,158.41000366210938,158.8800048828125,155.80999755859375,155.97999572753906,130.92620849609375,4806600
2014-04-11,154.4499969482422,154.49000549316406,151.64999389648438,152.72000122070312,128.18984985351562,6460700
2014-04-14,154.8000030517578,155.1300048828125,153.4199981689453,154.74000549316406,129.88540649414062,3053700
2014-04-15,155.0,156.02000427246094,153.10000610351562,154.9199981689453,130.0364990234375,3639600
2014-04-16,156.33999633789062,157.2899932861328,155.1199951171875,157.22000122070312,131.96707153320312,3194200
2014-04-17,161.02999877929688,161.44000244140625,157.35000610351562,157.44000244140625,132.1517333984375,4525200
2014-04-21,157.5,158.27000427246094,156.22999572753906,157.8000030517578,132.45382690429688,4551700
2014-04-22,157.63999938964844,160.80999755859375,157.27000427246094,160.4600067138672,134.68667602539062,4547300
2014-04-23,160.25999450683594,160.94000244140625,159.27999877929688,160.4499969482422,134.67825317382812,2040600
2014-04-24,161.0399932861328,162.11000061035156,160.58999633789062,160.85000610351562,135.0140380859375,2934200
2014-04-25,160.47999572753906,160.77000427246094,157.91000366210938,158.24000549316406,132.82321166992188,3302100
2014-04-28,158.60000610351562,158.8300018310547,154.0,156.5399932861328,131.39630126953125,3897800
2014-04-29,157.02999877929688,158.3800048828125,156.63999938964844,158.24000549316406,132.82321166992188,2160500
2014-04-30,158.3800048828125,160.36000061035156,158.19000244140625,159.82000732421875,134.1494598388672,2745700
2014-05-01,159.8000030517578,161.0,159.6999969482422,160.3699951171875,134.61106872558594,2079500
2014-05-02,160.4600067138672,161.83999633789062,158.57000732421875,158.8800048828125,133.3604278564453,2561500
2014-05-05,156.5,156.89999389648438,154.52000427246094,156.35000610351562,131.23680114746094,3015700
2014-05-06,155.85000610351562,155.85000610351562,154.17999267578125,154.5399932861328,129.71751403808594,3073100
2014-05-07,155.41000366210938,156.30999755859375,153.7100067138672,155.52000427246094,130.54006958007812,3260900
2014-05-08,155.75999450683594,158.22000122070312,155.1999969482422,157.39999389648438,132.1181640625,2719600
2014-05-09,157.57000732421875,157.89999389648438,155.67999267578125,157.1999969482422,131.95025634765625,2637000
2014-05-12,157.91000366210938,159.9499969482422,157.91000366210938,159.5500030517578,133.92283630371094,2256100
2014-05-13,159.55999755859375,160.89999389648438,159.1300048828125,160.27999877929688,134.53558349609375,1901500
2014-05-14,160.1999969482422,160.88999938964844,159.27999877929688,159.4499969482422,133.83885192871094,2128700
2014-05-15,158.69000244140625,158.9600067138672,155.9199981689453,156.63999938964844,131.48019409179688,2769300
2014-05-16,155.61000061035156,156.97000122070312,154.83999633789062,156.42999267578125,131.30392456054688,2845600
2014-05-19,156.25,157.99000549316406,156.00999450683594,157.6699981689453,132.3448028564453,1618000
2014-05-20,157.47999572753906,157.91000366210938,155.61000061035156,156.35000610351562,131.23680114746094,2034900
